Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary
The Newborn Queen,HarryPotterAddict595,24336811,27 Aug 2020,Mature,"F/F, F/M, Gen, M/M, Multi","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Work in Progress,English,"13,443",5,11,105,36,2305,"
Graphic Depictions Of Violence Major Character Death Rape/Non-Con UnderageHermione Granger/Eric Northman Bill Compton/Sookie Stackhouse Hermione Granger / Godric Godric/Eric Northman Eric Northman/Pam Swynford De Beaufort Sookie / Jason/ HermioneHermione Granger Tara Thornton Eric Northman Godric (True Blood) Pam Swynford De Beaufort Ginger (True Blood) Severus Snape Albus Dumbledore Portrait Albus Dumbledore Kreature Adele Hale Stackhouse Lafayette Reynolds Sam Merlotte Andy Bellefleur Bill Compton Arlene Fowler Jessica Hamby Terry Bellefleur Steve NewlinEvil Albus Dumbledore Manipulative Albus Dumbledore mate bond BAMF Hermione Granger Morally Grey Hermione Granger Possessive Behavior Love/Hate Love at First Sight
","
When an ancient spell that kills all magical people is activated, Hermione figures out that she is something more than the average witch. Wanting to figure out what she is she performs a spell with unforeseen consequences. Ruing the sister she did not know about's first kiss by falling out of the sky was an odd way to meet.
"
Two,4ngelbath,24337048,23 May 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"1,657",1,1,1,0,24,"
Creator Chose Not To Use Archive WarningsMinerva McGonagall Severus Snape Rubeus Hagrid Hermione Granger Neville Longbottom Remus Lupin Sirius Black Padfoot Kim Namjoon | RM Kim Seokjin | Jin Min Yoongi | Suga Jung Hoseok | J-Hope Park Jimin (BTS) Kim Taehyung | V Jeon Jungkook Original Characters - Freeform - CharacterHeadmistress Minerva McGonagall Severus Snape Lives Severus Snape Has a Heart Professor Hermione Granger Professor Neville Longbottom Remus Lupin Lives Sirius Black Lives Mentioned Bangtan Boys | BTS Member(s) Mentioned Bangtan Boys | BTS Ensemble Gryffindor Kim Namjoon | RM Gryffindor Kim Seokjin | Jin Slytherin Min Yoongi | Suga Hufflepuff Jung Hoseok | J-Hope Slytherin Park Jimin (BTS) Hufflepuff Kim Taehyung | V Ravenclaw Jeon Jungkook Original Characters - Freeform
","
Two friends from Ilvermony School of Witchcraft and Wizardry transfer to Hogwarts due to a nefarious clan ganging up on them both, thus leading to the sudden change of schools.At Platform 9 3/4, half of the pair meets Padfoot, as he'd found her lost wand. This same girl craves acceptance — what happens when she meets the intimidating Potions Master who often hides his true feelings?On the train, the witches hadn't crossed paths as they both were separated.During the ride, one of the girls meet a Ravenclaw who soon recognizes her as a target of the infamous, fearsome clan of wizards and witches, as this both this prefect's parents worked at the Ministry of Magic. They quickly become friends due to their mutual interest in each other.What happens when the two former Ilvermony students finally reunite?
"
Sirius Black’s Sorting- Oneshot,flamingwaterworks,24337066,23 May 2020,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,"1,701",1,2,1,0,147,"
No Archive Warnings ApplySirius Black Remus Lupin James Potter Lily Evans Peter Pettigrew Andromeda Black Narcissa Black Severus SnapeGryffindor Sorting Emotional Hurt/Comfort Abuse
","
Just a oneshot of how Sirius Black’s sorting went down with his friends and family.Also this fic is completely finished. Trigger Warning: Mentions of abuse.
"
Dead Drop,Antosha,24337327,23 May 2020,Explicit,"F/F, F/M, M/M",No Archive Warnings Apply,Complete Work,English,"19,071",5,4,34,12,3256,"
No Archive Warnings ApplyHarry Potter/Ginny Weasley Susan Bones/Harry Potter Susan Bones/Ginny Weasley Susan Bones/Neville Longbottom Neville Longbottom/Harry PotterHarry Potter Susan Bones Ginny Weasley Neville LongbottomPost-Harry Potter and the Half-Blood Prince Spy Harry Potter Spy Susan Bones Spy Neville Longbottom Dumbledore's Army Horcrux Hunting Bisexuality Bisexual Male Character Bisexual Female Character proxy sex Oral Sex Anal Sex Angst and Fluff and Smut Het Slash Het and Slash Femslash Spymaster Ginny Weasley Minor Luna Lovegood/Theodore Nott plotty smut Spycraft Power Play Dominance Submission Mild Kink Switch Harry Potter Switching Domme Ginny Weasley Polyamory Poly Quad Implied Foursome - F/F/M/M cloak and dagger The Quidditch Pitch: Erotic Couplings
","
Dead Drop—n : a drop used for the clandestine exchange of intelligence information; ""a dead drop avoids the need for a handler and a spy to be present at the same time""
"
Attitude Adjustment,Sapphira_Ruby,24337387,08 Jul 2021,Explicit,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"103,902",31,235,1561,480,60994,"
No Archive Warnings ApplyHarry Potter/Severus Snape Harry Potter/Tom Riddle | Voldemort/Severus SnapeHarry Potter Severus Snape Tom Riddle | Voldemort Hermione Granger
","
Harry's way of thinking turns rebellious against certain things over the summer, and with a re-instated tradition at Hogwarts, what will the year bring? Not for Ron lovers. Will be Slash. HP/SS/LV Slytherin!Harry Adopted from DanniiGirl on FFN with permission. Please visit my Prompt Survey to suggest prompts or story ideas!
"
Tom Riddle Sr.,limeta,24337414,23 May 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"3,631",1,31,504,95,3803,"
Creator Chose Not To Use Archive WarningsTom Riddle & Tom Riddle Sr. Abraxas Malfoy/Tom RiddleTom Riddle | Voldemort Tom Riddle Sr. Abraxas MalfoySane Tom Riddle Young Tom Riddle Father-Son Relationship Internalized Homophobia
","
Doesn’t cast out that wretched woman. Becomes an unwilling father. Tries not to hate his son.
"
The only one he ever loved,LuciaBlack,24337462,23 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"10,224",7,7,23,3,432,"
Creator Chose Not To Use Archive WarningsTom Riddle/Original Female Character(s) Tom Riddle | Voldemort/Original Female Character(s) Tom Riddle/Original Character(s) Tom Riddle & Original Female Character(s) Sirius Black/Original Female Character(s) Regulus Black/Original Female Character(s)Tom Riddle | Voldemort Sirius Black Regulus Black Albus Dumbledore Severus Snape Orion Black Walburga Black Bellatrix Black LestrangeRomance Tragic Romance Love Triangles Dark
","
Claudia Black has it all: she excels at her studies, is the niece of Albus Dumbledore, and has been chosen as the Hogwarts Triwizard Champion. Her renown draws the interest of Tom Riddle who is, apparently, visiting Hogwarts on behalf of the ministry. At first Claudia is is wary of that enigmatic, alluring, controversially minded individual. Yet it's only a matter of time until she draws dangerously close to the man who is secretly calling himself 'Voldemort'...
"
la petite mort,fundamentalnsfw (fundamentalBlue),24337507,23 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,395",1,13,147,30,2885,"
Creator Chose Not To Use Archive WarningsHermione Granger/Tom Riddle | VoldemortHermione Granger Tom Riddle | VoldemortSex Pollen Anal Sex
","
One brush against la petite mort is enough to induce paroxysms of arousal that if left unabated, cause paralysis, and then death. The only solution: shag or die.
"
Quarantine boredom,Headcanonsandmore,24337564,23 May 2020,Teen And Up Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,443,1,8,47,6,493,"
No Archive Warnings ApplyHermione Granger/Ron Weasley Harry Potter & Ron WeasleyRon Weasley Harry PotterRon Weasley is a Good Friend Harry Potter & Ron Weasley Friendship Supportive Ron Weasley Platonic Relationships Platonic Soulmates
","
To alleviate boredom during the lockdown, Ron and Harry listen to a repeat of a old Quidditch match on the WWW. Even if they haven't seen each other in weeks, these two best mates always find a way of keeping the other company.
"
A Brush with Magic,OracleObscured,24337630,23 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"9,252",1,35,422,86,15520,"
No Archive Warnings ApplyHermione Granger/Severus SnapeSeverus Snape Hermione GrangerSpanking spanking/paddling Anal Sex Anal Fingering Object Insertion Dom/sub Restraints Hand on Throat Safe Sane and Consensual Caring Dominance
","
A hairbrush. Its intended purpose is mundane, basic enough that even a child can grasp its perfunctory mechanics. It is common. Expected. Easily dismissed.But, as with so much in life, things are never quite what they appear.
"
Good Morning,Stargazer_01,24337642,23 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,399,1,8,227,10,1733,"
No Archive Warnings ApplyHermione Granger/Bellatrix Black LestrangeHermione Granger Bellatrix Black LestrangeMorning Cuddles Lazy Mornings Morning Kisses Early Mornings Sleepy Kisses Love Sharing a Bed Banter Sleepy Cuddles Short One Shot Short & Sweet its so short But hopefully it's cute Discord: Bellamione Cult
","
A tiny snapshot of waking up.
"
Do you miss me?,lupinseclipse,24337759,23 May 2020,Not Rated,M/M,No Archive Warnings Apply,Complete Work,English,594,1,0,25,0,318,"
No Archive Warnings ApplySirius Black/Remus LupinSirius Black Remus Lupin James Potter (mentioned) Lily Potter (mentioned) Harry Potter (mentioned) Andromeda Tonks (mentioned) Albus Dumbledore (Mentioned) Minerva McGonagall (Mentioned) The Dursleys (mentioned)POV Sirius Black POV Remus Lupin Angst Azkaban Mention of Death sirius black - Freeform remus lupin - Freeform wolfstar wolfstar angst very angsty
","
They miss each other, but know that he deserves this. He's a traitor, a liar and a murderer.
"
Learning Curves,Crazy_panda_25,24337804,23 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"2,481",1,1,78,3,704,"
Creator Chose Not To Use Archive WarningsSirius Black & Marlene McKinnon Sirius Black & Remus Lupin Sirius Black/Remus Lupin Not really the last one yetSirius Black James Potter Peter Pettigrew Remus Lupin Marlene McKinnon Lily Evans (briefly)Friendship Sirius-Marlene Friendship learning The Black's A+ parenting teddy bear Angst Fluff I ship Wolfstar but thats not needed The Marauders - Freeform Emotional Hurt/Comfort Kinda Sirius Black is trying Sadness happiness Peter Pettigrew is one of them Teasing Sirius Black Needs a Hug All the time
","
The first few months of first year are weird for Sirius in many ways. Like a learning curve that everyone else seemed to have passed years before he even got to it. With the help of his new found friends, he learnt what words were considered 'wrong', that blood status doesn't define who you are (he knew that before, distantly, but it’s been good to get clarity), how most families had vastly different attitudes towards their children than his family does and, most importantly, what a real friendship really is.Sirius isn't from the same families as the other marauders, watch as he tries to wrap his head around what normal is for the others and why he never got the same in his childhood.
"
Prefix,matrixaffiliate,24337825,23 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,646",1,2,103,7,818,"
No Archive Warnings ApplyHarry Potter/Ginny WeasleyHarry Potter Ginny Weasley Teddy Lupin Andromeda Black TonksFamily Family Fluff Family Feels
","
Being a godfather can be complicated, especially when you're Harry Potter, but thankfully his godson is always ready to set him straight. Happy birthday ThisIs Megz! Hinny family fluff piece. One-shot. Rated T.
"
Until The End (Charlie Weasley x Reader),DemonsInTheShadows,24337942,23 May 2020,General Audiences,F/M,Major Character Death,Complete Work,English,"2,710",1,2,70,3,1433,"
Major Character DeathCharlie Weasley/ReaderCharlie Weasley Reader Bill Weasley Fred Weasley Percy Weasley
","
Originally written by Charlie Dragon Tamer. Uploaded to his Fanfiction, Quotev and Tumblr accounts
"
Regrets and Epiphanies,totallyclueless,24338014,23 May 2020,General Audiences,"F/M, M/M","Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,933,1,0,26,2,258,"
Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyDraco Malfoy/Harry Potter Harry Potter/Ginny Weasley Drarry - Relationship Slight Hinny - RelationshipHarry Potter Draco Malfoy Mainly these two Slight Ginnyim bad at this so idk what to tag mentions of sex? No explicit details sry Post-War Deathly Hallows but its a twist
","
And again, he thought of the storm that was Draco Malfoy and how he had never liked rain; all the sadness seeping through his skin, and yet he had greedily absorbed every bit of Malfoy. Whispers in the dark, discrete kisses on the cheeks and their voices mellow behind sheets, intoxicated by lust and want- he had loved every bit of it.OrHarry's ready, or so he tells himself, for the final face-off between him and Voldemort.
"
A Riddle You Should Never Forget,HedgeWrites,24338020,11 May 2021,Teen And Up Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"21,547",4,29,133,38,1796,"
Creator Chose Not To Use Archive WarningsTom Riddle | Voldemort Merlin (Merlin) Freya (Merlin) Albus Dumbledore Moaning Myrtle Martha (Harry Potter)Immortal!Merlin BAMF Merlin (Merlin) Teenage Tom Riddle Young Tom Riddle Adoption Crossover 1930s POV Merlin (Merlin) POV Tom Riddle Cross-Posted on FanFiction.Net
","
The Orphanage couldn't find a space in their hearts between fear and pity for the boy. Merlin couldn't stand by and watch him fall. It's the 1930s, and Tom Riddle's rise to power is set in motion with very different beginnings. Ghosts of Merlin’s guilt spur him into the path of a boy whom so many had written off for darkness, but perhaps he can still be pulled from the depths.
"
Let it snow,Bacner,24338146,23 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,677,1,0,1,0,98,"
No Archive Warnings ApplyBellatrix Lestrange & Her family Bellatrix Lestrange & The Dark LordBellatrix Black Lestrange Tom Riddle | Voldemort Other Characters Faith LehaneAlternate Universe - Crossover Canon Divergence family bonds Snow
","
The Dark Lord is being a wanker, and Bellatrix's husband and eldest daughter have issues with that, as usual.
"
one kiss cam is all it takes! (Johnlock in Hogwarts),orphan_account,24338302,23 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,768",1,2,136,7,1205,"
No Archive Warnings ApplySherlock Holmes/John Watson Sebastian Moran/James Moriarty Greg Lestrade & John Watson Sherlock Holmes & Molly HooperMinerva McGonagall Sherlock Holmes John Watson Molly Hooper Greg Lestrade Sebastian Moran James Moriarty Jim MoriartyAlternate Universe - Hogwarts Hogwarts Johnlock - Freeform Based on a Tumblr Post Fluff Cute Alternate Universe - Teenagers Teenlock Teenlock AU Captain John Watson Quidditch First Kiss Kiss cam Ravenclaw Sherlock Gryffindor John Watson Hogwarts First Year Hogwarts Fifth Year Bets & Wagers Bets Greg Lestrade is a Good Friend Awesome Molly Hooper POV Sherlock Holmes POV John Watson POV Third Person
","
Professor Flitwick has a soft spot for Sherlock so instead of detention he has to go to the Valentines quidditch match but muggle-born students have persuaded McGonagall to get a kiss cam the only difference is it selects the two people who have the most chemistry. Sherlock knows he'll never get on the kiss cam or will he?
"
